,ParticipantID,ArrayDistance,AngularDistance,ClipName,RT
130,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,1,122.2135799837034,singing,False
131,b03e2ea8-f196-4204-9b40-b8ba43484c2b,1,122.2135799837034,singing,False
132,e429643b-026c-409e-8862-c18ea8e77688,1,122.2135799837034,singing,False
133,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,1,122.2078711246879,drums,False
134,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,1,122.2078711246879,arp,False
135,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,1,122.1597342770987,singing,False
136,b5449b2d-4aef-4e11-85d9-e9567174e642,1,122.1597342770987,singing,False
137,b5449b2d-4aef-4e11-85d9-e9567174e642,1,122.1597342770987,drums,False
138,b5449b2d-4aef-4e11-85d9-e9567174e642,1,122.1597342770987,arp,False
139,c429a3d9-8768-4156-9f76-398453963e10,1,122.1597342770987,arp,False
140,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,2,121.7475750882808,arp,False
141,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,2,121.7475750882808,singing,False
142,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,2,121.7475750882808,drums,False
143,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,2,121.7475750882808,arp,False
144,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,2,121.7475750882808,auralisation_Cube (5)_singing,True
145,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,2,121.7475750882808,auralisation_Cube (5)_drums,True
146,cdb655c9-c5c1-46f1-b66c-18856c35c627,1,120.971723437215,auralisation_Cube (3)_arp,True
147,cdb655c9-c5c1-46f1-b66c-18856c35c627,2,120.879960717482,auralisation_Cube (5)_singing,True
148,cdb655c9-c5c1-46f1-b66c-18856c35c627,2,120.879960717482,auralisation_Cube (5)_arp,True
149,784eb3bf-e5fe-4c63-ba93-2032f35dd312,1,120.5057247022314,singing,False
150,b5449b2d-4aef-4e11-85d9-e9567174e642,1,120.5057247022314,auralisation_Cube (2)_drums,True
151,b5449b2d-4aef-4e11-85d9-e9567174e642,1,120.5057247022314,drums,False
152,b5449b2d-4aef-4e11-85d9-e9567174e642,1,120.5057247022314,singing,False
153,b5449b2d-4aef-4e11-85d9-e9567174e642,1,120.5057247022314,auralisation_Cube (2)_singing,True
154,b5449b2d-4aef-4e11-85d9-e9567174e642,1,120.5057247022314,auralisation_Cube (2)_arp,True
155,b5449b2d-4aef-4e11-85d9-e9567174e642,1,120.5057247022314,arp,False
156,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,1,120.2061734782368,drums,False
157,784eb3bf-e5fe-4c63-ba93-2032f35dd312,1,120.2061734782368,arp,False
158,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,1,120.2061734782368,arp,False
159,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,2,119.8548922522652,singing,False
160,b5449b2d-4aef-4e11-85d9-e9567174e642,2,119.8548922522652,arp,False
161,b5449b2d-4aef-4e11-85d9-e9567174e642,2,119.8548922522652,drums,False
162,b5449b2d-4aef-4e11-85d9-e9567174e642,2,119.8548922522652,singing,False
163,784eb3bf-e5fe-4c63-ba93-2032f35dd312,2,119.6790837098099,singing,False
164,b03e2ea8-f196-4204-9b40-b8ba43484c2b,2,119.6790837098099,auralisation_Cube (4)_arp,True
165,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,2,119.6765079491442,auralisation_Cube (4)_arp,True
166,784eb3bf-e5fe-4c63-ba93-2032f35dd312,1,119.5570480840276,arp,False
167,b03e2ea8-f196-4204-9b40-b8ba43484c2b,1,119.5570480840276,arp,False
168,b03e2ea8-f196-4204-9b40-b8ba43484c2b,1,119.5570480840276,drums,False
169,784eb3bf-e5fe-4c63-ba93-2032f35dd312,2,119.3811280431297,singing,False
170,784eb3bf-e5fe-4c63-ba93-2032f35dd312,2,119.3811280431297,auralisation_Cube (5)_singing,True
171,b03e2ea8-f196-4204-9b40-b8ba43484c2b,2,119.3811280431297,auralisation_Cube (5)_arp,True
172,b03e2ea8-f196-4204-9b40-b8ba43484c2b,2,119.3811280431297,drums,False
173,b03e2ea8-f196-4204-9b40-b8ba43484c2b,2,119.3811280431297,auralisation_Cube (5)_singing,True
174,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,2,119.0330436329521,singing,False
175,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,2,119.0330436329521,drums,False
176,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,2,119.0330436329521,singing,False
177,0d658785-bb96-4cb5-bb04-afa0f4d7ca2b,2,118.8344395611914,drums,False
178,c429a3d9-8768-4156-9f76-398453963e10,2,118.8344395611914,arp,False
179,cdb655c9-c5c1-46f1-b66c-18856c35c627,1,118.5988032767097,auralisation_Cube (2)_singing,True
180,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,1,118.5542962563851,drums,False
181,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,1,118.5542962563851,singing,False
182,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,1,118.5542962563851,arp,False
183,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,1,118.5542962563851,auralisation_Cube (1)_arp,True
184,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,1,118.5542962563851,auralisation_Cube (1)_singing,True
185,784eb3bf-e5fe-4c63-ba93-2032f35dd312,1,118.5542962563851,arp,False
186,784eb3bf-e5fe-4c63-ba93-2032f35dd312,1,118.5542962563851,auralisation_Cube (1)_arp,True
187,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,1,118.5542962563851,drums,False
188,cdb655c9-c5c1-46f1-b66c-18856c35c627,2,118.1268944706095,singing,False
189,cdb655c9-c5c1-46f1-b66c-18856c35c627,2,118.1268944706095,auralisation_Cube (6)_singing,True
190,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,1,117.6101934958239,drums,False
191,5e8977a9-58f7-452a-a147-bca60679894c,1,117.6101934958239,singing,False
192,784eb3bf-e5fe-4c63-ba93-2032f35dd312,2,117.3297175794935,singing,False
193,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,1,117.2374059288844,auralisation_Cube (2)_singing,True
194,784eb3bf-e5fe-4c63-ba93-2032f35dd312,1,117.2374059288844,auralisation_Cube (2)_arp,True
195,784eb3bf-e5fe-4c63-ba93-2032f35dd312,1,117.2374059288844,auralisation_Cube (2)_drums,True
196,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,1,117.2374059288844,drums,False
197,c30e6318-1a96-4169-a902-41021481cc9c,1,117.2374059288844,auralisation_Cube (2)_arp,True
198,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,2,117.1084533475713,arp,False
199,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,2,117.1084533475713,drums,False
200,784eb3bf-e5fe-4c63-ba93-2032f35dd312,2,117.1084533475713,drums,False
201,cdb655c9-c5c1-46f1-b66c-18856c35c627,1,114.1765444495443,auralisation_Cube (1)_drums,True
202,cdb655c9-c5c1-46f1-b66c-18856c35c627,1,114.1765444495443,singing,False
203,920fb7a7-1b23-4ccd-8a68-76cb7df66ee6,0,107.6268673603471,drums,False
204,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,0,106.4054256353561,singing,False
205,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,0,106.4054256353561,arp,False
206,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,0,106.4054256353561,drums,False
207,0d658785-bb96-4cb5-bb04-afa0f4d7ca2b,0,106.4054256353561,arp,False
208,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,0,105.9720763571272,drums,False
209,155c8f07-b54d-4d05-a1f4-b0051e4696a0,0,105.8645924120529,auralisation_Cube (2)_arp,True
210,b5449b2d-4aef-4e11-85d9-e9567174e642,0,105.8645924120529,auralisation_Cube (2)_drums,True
211,b5449b2d-4aef-4e11-85d9-e9567174e642,0,105.8645924120529,auralisation_Cube (2)_arp,True
212,b5449b2d-4aef-4e11-85d9-e9567174e642,0,105.8645924120529,arp,False
213,b5449b2d-4aef-4e11-85d9-e9567174e642,0,105.8645924120529,auralisation_Cube (2)_singing,True
214,b5449b2d-4aef-4e11-85d9-e9567174e642,0,105.8645924120529,drums,False
215,b5449b2d-4aef-4e11-85d9-e9567174e642,0,105.8645924120529,singing,False
216,85fd132a-db17-4c66-981a-4d73f9b44f0d,0,104.6030904195784,arp,False
217,85fd132a-db17-4c66-981a-4d73f9b44f0d,0,104.6030904195784,singing,False
218,e429643b-026c-409e-8862-c18ea8e77688,0,104.6030904195784,auralisation_Cube (2)_singing,True
219,1acca226-7bbc-4098-a736-6b57a7dbfc9c,0,102.2855398589401,drums,False
220,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,0,102.2847528657721,auralisation_Cube (1)_singing,True
221,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,0,102.2847528657721,drums,False
222,59b9372d-b6cd-48b1-a232-477500e50550,0,102.2847528657721,auralisation_Cube (1)_arp,True
223,59b9372d-b6cd-48b1-a232-477500e50550,0,102.2847528657721,singing,False
224,59b9372d-b6cd-48b1-a232-477500e50550,0,102.2847528657721,arp,False
225,59b9372d-b6cd-48b1-a232-477500e50550,0,102.2847528657721,drums,False
226,59b9372d-b6cd-48b1-a232-477500e50550,0,102.2847528657721,auralisation_Cube (1)_drums,True
227,59b9372d-b6cd-48b1-a232-477500e50550,0,102.2847528657721,auralisation_Cube (1)_singing,True
228,73689cbc-399e-48dd-ae61-3538674aca5c,0,102.2847528657721,arp,False
229,73689cbc-399e-48dd-ae61-3538674aca5c,0,102.2847528657721,singing,False
230,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,0,100.8938004533875,auralisation_Cube (3)_drums,True
231,41664816-89d4-487e-9571-c07ce41fad44,0,100.8938004533875,arp,False
232,5e8977a9-58f7-452a-a147-bca60679894c,0,100.8938004533875,auralisation_Cube (3)_singing,True
233,73689cbc-399e-48dd-ae61-3538674aca5c,0,100.8938004533875,drums,False
234,920fb7a7-1b23-4ccd-8a68-76cb7df66ee6,0,100.8938004533875,drums,False
235,c429a3d9-8768-4156-9f76-398453963e10,0,100.8938004533875,auralisation_Cube (3)_arp,True
236,e429643b-026c-409e-8862-c18ea8e77688,0,100.8938004533875,singing,False
237,0d658785-bb96-4cb5-bb04-afa0f4d7ca2b,0,79.51262430726538,singing,False
238,784eb3bf-e5fe-4c63-ba93-2032f35dd312,0,79.51262430726538,arp,False
239,784eb3bf-e5fe-4c63-ba93-2032f35dd312,0,79.51262430726538,singing,False
240,920fb7a7-1b23-4ccd-8a68-76cb7df66ee6,0,79.51262430726538,singing,False
241,9631acd0-884d-4d77-84f4-c9553ff2ed03,0,79.51262430726538,drums,False
242,9631acd0-884d-4d77-84f4-c9553ff2ed03,0,79.51262430726538,singing,False
243,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,0,79.51262430726538,singing,False
244,aabe45b8-9e9a-4552-b5a2-d24e70d21d0f,0,79.51262430726538,arp,False
245,e429643b-026c-409e-8862-c18ea8e77688,0,77.09844071786216,arp,False
246,0a4871c7-16d1-4dd2-9cf5-c13fd1a30178,0,77.09333486653122,arp,False
