ParticipantID,ArrayDistance,AngularDistance,Timestamp,ClipName,RT
b03e2ea8-f196-4204-9b40-b8ba43484c2b,Medium,4.19,2023-06-29T13:20:00+01:00,auralisation_Cube (3)_drums,TRUE
b03e2ea8-f196-4204-9b40-b8ba43484c2b,Near,10.86,2023-06-29T13:11:55+01:00,auralisation_Cube (2)_drums,TRUE
b03e2ea8-f196-4204-9b40-b8ba43484c2b,Medium,4.11,2023-06-29T13:16:34+01:00,auralisation_Cube (1)_drums,TRUE
b03e2ea8-f196-4204-9b40-b8ba43484c2b,Medium,4.11,2023-06-29T13:16:49+01:00,auralisation_Cube (2)_singing,TRUE
b03e2ea8-f196-4204-9b40-b8ba43484c2b,Far,178.86,2023-06-29T13:23:51+01:00,auralisation_Cube (5)_drums,TRUE
b03e2ea8-f196-4204-9b40-b8ba43484c2b,Near,10.86,2023-06-29T13:11:55+01:00,auralisation_Cube (2)_drums,TRUE
b03e2ea8-f196-4204-9b40-b8ba43484c2b,Far,178.86,2023-06-29T13:23:51+01:00,auralisation_Cube (5)_drums,TRUE
b03e2ea8-f196-4204-9b40-b8ba43484c2b,Medium,4.19,2023-06-29T13:17:39+01:00,auralisation_Cube (3)_arp,TRUE
b03e2ea8-f196-4204-9b40-b8ba43484c2b,Near,12.43,2023-06-29T13:14:11+01:00,auralisation_Cube (1)_drums,TRUE
b03e2ea8-f196-4204-9b40-b8ba43484c2b,Far,57.85,2023-06-29T13:23:02+01:00,auralisation_Cube (6)_arp,TRUE
b03e2ea8-f196-4204-9b40-b8ba43484c2b,Medium,4.11,2023-06-29T13:16:49+01:00,auralisation_Cube (2)_singing,TRUE
b03e2ea8-f196-4204-9b40-b8ba43484c2b,Medium,4.11,2023-06-29T13:16:34+01:00,auralisation_Cube (1)_drums,TRUE
b03e2ea8-f196-4204-9b40-b8ba43484c2b,Far,57.85,2023-06-29T13:25:20+01:00,auralisation_Cube (6)_drums,TRUE
